autocoe_actionname,autocoe_desktopflowactionid,autocoe_dlpsupport,importsequencenumber,autocoe_moduledisplayname,autocoe_modulename,autocoe_modulesource,autocoe_selectorid,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,owningbusinessunit
Split text,e14204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.SplitText.SplitWithDelimiter,Active,Active,,,4089987,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert datetime to text,b064a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.ConvertDateTimeToText.FromCustomDateTime,Active,Active,,,4089982,40e6dccd-3039-ec11-b6e5-00224805ed01
Create random text,df4204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.Random,Active,Active,,,4089981,40e6dccd-3039-ec11-b6e5-00224805ed01
Join text,e04204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.JoinText.Join,Active,Active,,,4089980,40e6dccd-3039-ec11-b6e5-00224805ed01
Split text,b464a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.SplitText.Split,Active,Active,,,4089979,40e6dccd-3039-ec11-b6e5-00224805ed01
Join text,b364a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.JoinText.JoinWithDelimiter,Active,Active,,,4089978,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert text to datetime,de4204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.ConvertTextToDateTime.ToDateTimeCustomFormat,Active,Active,,,4089977,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert datetime to text,dd4204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.ConvertDateTimeToText.FromDateTime,Active,Active,,,4089976,40e6dccd-3039-ec11-b6e5-00224805ed01
Join text,b164a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.JoinText.JoinWithCustomDelimiter,Active,Active,,,4089975,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert text to datetime,ad64a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.ConvertTextToDateTime.ToDateTime,Active,Active,,,4089971,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert text to number,a764a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.ToNumber,Active,Active,,,4089970,40e6dccd-3039-ec11-b6e5-00224805ed01
Convert number to text,a864a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.FromNumber,Active,Active,,,4089969,40e6dccd-3039-ec11-b6e5-00224805ed01
Reverse text,a664a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.Reverse,Active,Active,,,4089968,40e6dccd-3039-ec11-b6e5-00224805ed01
Trim text,a564a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.Trim,Active,Active,,,4089967,40e6dccd-3039-ec11-b6e5-00224805ed01
Pad text,db4204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.Pad,Active,Active,,,4089966,40e6dccd-3039-ec11-b6e5-00224805ed01
Get subtext,dc4204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.GetSubtext.GetSubtext,Active,Active,,,4089965,40e6dccd-3039-ec11-b6e5-00224805ed01
Change text case,da4204e7-e2ce-ec11-a7b5-002248040e15,false,,Text,Text,Microsoft,Text.ChangeCase,Active,Active,,,4089964,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for text on terminal session,9564a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.WaitForTextOnTerminalSession.WaitForTextOnScreen,Active,Active,,,4089961,40e6dccd-3039-ec11-b6e5-00224805ed01
Get subtext,9464a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.GetSubtext.GetSubtextFrom,Active,Active,,,4089960,40e6dccd-3039-ec11-b6e5-00224805ed01
Append line to text,8e64a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.AppendLine,Active,Active,,,4089957,40e6dccd-3039-ec11-b6e5-00224805ed01
Get subtext,8f64a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.GetSubtext.GetText,Active,Active,,,4089956,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for text on terminal session,9164a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.WaitForTextOnTerminalSession.WaitForTextOnFieldWithLabel,Active,Active,,,4089955,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for text on terminal session,d94204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.WaitForTextOnTerminalSession.WaitForTextOnFieldWithIndex,Active,Active,,,4089954,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for text on terminal session,d84204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.WaitForTextOnTerminalSession.WaitForTextOnFieldAtPosition,Active,Active,,,4089953,40e6dccd-3039-ec11-b6e5-00224805ed01
Get subtext,9064a7e7-e2ce-ec11-a7b5-00224804cf74,false,,Text,Text,Microsoft,Text.GetSubtext.GetSubtextFromStartTo,Active,Active,,,4089952,40e6dccd-3039-ec11-b6e5-00224805ed01
Send key to terminal session,d74204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.SendKey,Active,Active,,,4089950,40e6dccd-3039-ec11-b6e5-00224805ed01
Set text on terminal session,8564a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.SetTextOnTerminalSession.SetTextOnCursorPosition,Active,Active,,,4089948,40e6dccd-3039-ec11-b6e5-00224805ed01
Set text on terminal session,d54204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.SetTextOnTerminalSession.SetTextOnFieldAtPosition,Active,Active,,,4089947,40e6dccd-3039-ec11-b6e5-00224805ed01
Get text from terminal session,d64204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.GetTextFromTerminalSession.GetTextFromPosition,Active,Active,,,4089946,40e6dccd-3039-ec11-b6e5-00224805ed01
Get text from terminal session,d34204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.GetTextFromTerminalSession.GetTextFromCursorPosition,Active,Active,,,4089945,40e6dccd-3039-ec11-b6e5-00224805ed01
Set text on terminal session,d44204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.SetTextOnTerminalSession.SetTextOnFieldWithLabel,Active,Active,,,4089944,40e6dccd-3039-ec11-b6e5-00224805ed01
Set text on terminal session,8364a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.SetTextOnTerminalSession.SetTextOnFieldWithIndex,Active,Active,,,4089943,40e6dccd-3039-ec11-b6e5-00224805ed01
Get text from terminal session,8464a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.GetTextFromTerminalSession.GetTextFromScreen,Active,Active,,,4089942,40e6dccd-3039-ec11-b6e5-00224805ed01
Close terminal session,d24204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.CloseSession,Active,Active,,,4089938,40e6dccd-3039-ec11-b6e5-00224805ed01
Open terminal session,7664a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.OpenTerminalSession.OpenSession,Active,Active,,,4089937,40e6dccd-3039-ec11-b6e5-00224805ed01
Get text from terminal session,7564a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.GetTextFromTerminalSession.GetTextFromFieldWithIndex,Active,Active,,,4089936,40e6dccd-3039-ec11-b6e5-00224805ed01
Get text from terminal session,d04204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.GetTextFromTerminalSession.GetTextFromFieldWithLabel,Active,Active,,,4089935,40e6dccd-3039-ec11-b6e5-00224805ed01
Open terminal session,7764a7e7-e2ce-ec11-a7b5-00224804cf74,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.OpenTerminalSession.OpenSessionUsingReflection,Active,Active,,,4089934,40e6dccd-3039-ec11-b6e5-00224805ed01
Open terminal session,cf4204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.OpenTerminalSession.OpenSessionUsingReflectionProfile,Active,Active,,,4089933,40e6dccd-3039-ec11-b6e5-00224805ed01
Get text from terminal session,d14204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.GetTextFromTerminalSession.GetTextFromFieldAtPosition,Active,Active,,,4089932,40e6dccd-3039-ec11-b6e5-00224805ed01
Move cursor on terminal session,ce4204e7-e2ce-ec11-a7b5-002248040e15,true,,Terminal emulation,TerminalEmulation,Microsoft,TerminalEmulation.MoveCursor,Active,Active,,,4089931,40e6dccd-3039-ec11-b6e5-00224805ed01
Log off user,9bbface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,External.LogOffUser,Active,Active,,,4089925,40e6dccd-3039-ec11-b6e5-00224805ed01
Shutdown computer,99bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,External.ShutdownComputer.Sleep,Active,Active,,,4089924,40e6dccd-3039-ec11-b6e5-00224805ed01
Shutdown computer,9abface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,External.ShutdownComputer.Hibernate,Active,Active,,,4089923,40e6dccd-3039-ec11-b6e5-00224805ed01
Shutdown computer,92bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,External.ShutdownComputer.Shutdown,Active,Active,,,4089922,40e6dccd-3039-ec11-b6e5-00224805ed01
Control screen saver,94bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.ControlScreenSaver,Active,Active,,,4089921,40e6dccd-3039-ec11-b6e5-00224805ed01
Shutdown computer,93bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,External.ShutdownComputer.Restart,Active,Active,,,4089920,40e6dccd-3039-ec11-b6e5-00224805ed01
Get screen resolution,95bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.GetScreenResolution,Active,Active,,,4089919,40e6dccd-3039-ec11-b6e5-00224805ed01
Set screen resolution,cd4204e7-e2ce-ec11-a7b5-002248040e15,true,,Workstation,Workstation,Microsoft,Workstation.SetScreenResolution,Active,Active,,,4089918,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,81bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotOfScreenAndSaveToFile,Active,Active,,,4089912,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,82bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotOfPrimaryScreenAndSaveToFile,Active,Active,,,4089911,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,cc4204e7-e2ce-ec11-a7b5-002248040e15,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotOfForegroundWindow,Active,Active,,,4089910,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,cb4204e7-e2ce-ec11-a7b5-002248040e15,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotOfScreen,Active,Active,,,4089909,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,7ebface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshot,Active,Active,,,4089908,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,7cbface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotOfPrimaryScreen,Active,Active,,,4089907,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,7dbface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotAndSaveToFile,Active,Active,,,4089906,40e6dccd-3039-ec11-b6e5-00224805ed01
Take screenshot,7bbface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.TakeScreenshot.TakeScreenshotOfForegroundWindowAndSaveToFile,Active,Active,,,4089905,40e6dccd-3039-ec11-b6e5-00224805ed01
Play sound,78bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.PlaySound.PlaySystemSound,Active,Active,,,4089898,40e6dccd-3039-ec11-b6e5-00224805ed01
Set default printer,c94204e7-e2ce-ec11-a7b5-002248040e15,true,,Workstation,Workstation,Microsoft,Workstation.SetDefaultPrinter,Active,Active,,,4089897,40e6dccd-3039-ec11-b6e5-00224805ed01
Empty recycle bin,75bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.EmptyRecycleBin,Active,Active,,,4089896,40e6dccd-3039-ec11-b6e5-00224805ed01
Play sound,c84204e7-e2ce-ec11-a7b5-002248040e15,true,,Workstation,Workstation,Microsoft,Workstation.PlaySound.PlaySound,Active,Active,,,4089895,40e6dccd-3039-ec11-b6e5-00224805ed01
Lock workstation,ca4204e7-e2ce-ec11-a7b5-002248040e15,true,,Workstation,Workstation,Microsoft,Workstation.LockWorkstation,Active,Active,,,4089894,40e6dccd-3039-ec11-b6e5-00224805ed01
Get default printer,73bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.GetDefaultPrinter,Active,Active,,,4089893,40e6dccd-3039-ec11-b6e5-00224805ed01
Show desktop,74bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.ShowDesktop,Active,Active,,,4089892,40e6dccd-3039-ec11-b6e5-00224805ed01
Print document,72bface1-e2ce-ec11-a7b5-00224804cf74,true,,Workstation,Workstation,Microsoft,Workstation.PrintDocument,Active,Active,,,4089891,40e6dccd-3039-ec11-b6e5-00224805ed01
Run VBScript,f19b09e1-e2ce-ec11-a7b5-002248040e15,true,,Scripting,Scripting,Microsoft,Scripting.RunVBScript,Active,Active,,,4089887,40e6dccd-3039-ec11-b6e5-00224805ed01
Run PowerShell script,f39b09e1-e2ce-ec11-a7b5-002248040e15,true,,Scripting,Scripting,Microsoft,Scripting.RunPowershellScript,Active,Active,,,4089886,40e6dccd-3039-ec11-b6e5-00224805ed01
Run DOS command,f49b09e1-e2ce-ec11-a7b5-002248040e15,true,,Scripting,Scripting,Microsoft,Scripting.RunDOSCommand.RunDOSCommand,Active,Active,,,4089885,40e6dccd-3039-ec11-b6e5-00224805ed01
Run Python script,6cbface1-e2ce-ec11-a7b5-00224804cf74,true,,Scripting,Scripting,Microsoft,Scripting.RunPythonScript,Active,Active,,,4089884,40e6dccd-3039-ec11-b6e5-00224805ed01
Run DOS command,f29b09e1-e2ce-ec11-a7b5-002248040e15,true,,Scripting,Scripting,Microsoft,Scripting.RunDOSCommand.RunDOSCommandWithCodePage,Active,Active,,,4089883,40e6dccd-3039-ec11-b6e5-00224805ed01
Run JavaScript,6bbface1-e2ce-ec11-a7b5-00224804cf74,true,,Scripting,Scripting,Microsoft,Scripting.RunJavascript,Active,Active,,,4089882,40e6dccd-3039-ec11-b6e5-00224805ed01
Get Windows environment variable,6abface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.GetEnvironmentVariable.GetEnvironmentVariableFromScope,Active,Active,,,4089881,40e6dccd-3039-ec11-b6e5-00224805ed01
Delete Windows environment variable,69bface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.DeleteEnvironmentVariable,Active,Active,,,4089880,40e6dccd-3039-ec11-b6e5-00224805ed01
Terminate process,60bface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.TerminateProcess.TerminateProcessByName,Active,Active,,,4089875,40e6dccd-3039-ec11-b6e5-00224805ed01
Run application,5fbface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.RunApplication.RunApplicationAndWaitToLoad,Active,Active,,,4089874,40e6dccd-3039-ec11-b6e5-00224805ed01
Set Windows environment variable,61bface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.SetEnvironmentVariable,Active,Active,,,4089873,40e6dccd-3039-ec11-b6e5-00224805ed01
Terminate process,ee9b09e1-e2ce-ec11-a7b5-002248040e15,true,,System,System,Microsoft,System.TerminateProcess.TerminateProcessById,Active,Active,,,4089872,40e6dccd-3039-ec11-b6e5-00224805ed01
Ping,f09b09e1-e2ce-ec11-a7b5-002248040e15,true,,System,System,Microsoft,System.Ping,Active,Active,,,4089871,40e6dccd-3039-ec11-b6e5-00224805ed01
Run application,ed9b09e1-e2ce-ec11-a7b5-002248040e15,true,,System,System,Microsoft,System.RunApplication.RunApplicationAndWaitToComplete,Active,Active,,,4089870,40e6dccd-3039-ec11-b6e5-00224805ed01
Run application,ef9b09e1-e2ce-ec11-a7b5-002248040e15,true,,System,System,Microsoft,System.RunApplication.RunApplication,Active,Active,,,4089869,40e6dccd-3039-ec11-b6e5-00224805ed01
Get Windows environment variable,5ebface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.GetEnvironmentVariable.GetEnvironmentVariable,Active,Active,,,4089868,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for process,ec9b09e1-e2ce-ec11-a7b5-002248040e15,true,,System,System,Microsoft,System.WaitForProcess.ProcessToStop,Active,Active,,,4089867,40e6dccd-3039-ec11-b6e5-00224805ed01
Stop service,e99b09e1-e2ce-ec11-a7b5-002248040e15,true,,Windows services,Services,Microsoft,Services.Stop,Active,Active,,,4089866,40e6dccd-3039-ec11-b6e5-00224805ed01
Start service,eb9b09e1-e2ce-ec11-a7b5-002248040e15,true,,Windows services,Services,Microsoft,Services.Start,Active,Active,,,4089865,40e6dccd-3039-ec11-b6e5-00224805ed01
Pause service,e89b09e1-e2ce-ec11-a7b5-002248040e15,true,,Windows services,Services,Microsoft,Services.Pause,Active,Active,,,4089864,40e6dccd-3039-ec11-b6e5-00224805ed01
If process,57bface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.IfProcess.ProcessIsNotRunning,Active,Active,,,4089863,40e6dccd-3039-ec11-b6e5-00224805ed01
If process,ea9b09e1-e2ce-ec11-a7b5-002248040e15,true,,System,System,Microsoft,System.IfProcess.ProcessIsRunning,Active,Active,,,4089862,40e6dccd-3039-ec11-b6e5-00224805ed01
Resume service,55bface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.Resume,Active,Active,,,4089861,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for process,56bface1-e2ce-ec11-a7b5-00224804cf74,true,,System,System,Microsoft,System.WaitForProcess.ProcessToStart,Active,Active,,,4089860,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for service,4ebface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.WaitForService.Paused,Active,Active,,,4089855,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for service,4dbface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.WaitForService.Stopped,Active,Active,,,4089854,40e6dccd-3039-ec11-b6e5-00224805ed01
If service,e79b09e1-e2ce-ec11-a7b5-002248040e15,true,,Windows services,Services,Microsoft,Services.IfService.IsPaused,Active,Active,,,4089853,40e6dccd-3039-ec11-b6e5-00224805ed01
Wait for service,e69b09e1-e2ce-ec11-a7b5-002248040e15,true,,Windows services,Services,Microsoft,Services.WaitForService.Started,Active,Active,,,4089852,40e6dccd-3039-ec11-b6e5-00224805ed01
If service,4bbface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.IfService.IsStopped,Active,Active,,,4089851,40e6dccd-3039-ec11-b6e5-00224805ed01
If service,4abface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.IfService.IsNotInstalled,Active,Active,,,4089850,40e6dccd-3039-ec11-b6e5-00224805ed01
If service,4cbface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.IfService.IsInstalled,Active,Active,,,4089849,40e6dccd-3039-ec11-b6e5-00224805ed01
If service,49bface1-e2ce-ec11-a7b5-00224804cf74,true,,Windows services,Services,Microsoft,Services.IfService.IsRunning,Active,Active,,,4089848,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract tables from PDF,43bface1-e2ce-ec11-a7b5-00224804cf74,true,,PDF,Pdf,Microsoft,Pdf.ExtractTablesFromPDF.ExtractTablesFromPage,Active,Active,,,4089845,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract images from PDF,e59b09e1-e2ce-ec11-a7b5-002248040e15,true,,PDF,Pdf,Microsoft,Pdf.ExtractImagesFromPDF.ExtractImagesFromPage,Active,Active,,,4089842,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract tables from PDF,40bface1-e2ce-ec11-a7b5-00224804cf74,true,,PDF,Pdf,Microsoft,Pdf.ExtractTablesFromPDF.ExtractTablesFromPageRange,Active,Active,,,4089841,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract images from PDF,42bface1-e2ce-ec11-a7b5-00224804cf74,true,,PDF,Pdf,Microsoft,Pdf.ExtractImagesFromPDF.ExtractImagesFromPageRange,Active,Active,,,4089840,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract PDF file pages to new PDF file,41bface1-e2ce-ec11-a7b5-00224804cf74,true,,PDF,Pdf,Microsoft,Pdf.ExtractPages,Active,Active,,,4089839,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract images from PDF,3fbface1-e2ce-ec11-a7b5-00224804cf74,true,,PDF,Pdf,Microsoft,Pdf.ExtractImagesFromPDF.ExtractImages,Active,Active,,,4089838,40e6dccd-3039-ec11-b6e5-00224805ed01
Merge PDF files,e49b09e1-e2ce-ec11-a7b5-002248040e15,true,,PDF,Pdf,Microsoft,Pdf.MergeFiles,Active,Active,,,4089837,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract tables from PDF,e39b09e1-e2ce-ec11-a7b5-002248040e15,true,,PDF,Pdf,Microsoft,Pdf.ExtractTablesFromPDF.ExtractTables,Active,Active,,,4089836,40e6dccd-3039-ec11-b6e5-00224805ed01
Save Outlook email messages,23bface1-e2ce-ec11-a7b5-00224804cf74,true,,Outlook,Outlook,Microsoft,Outlook.SaveOutlookEmailMessages.SaveEmailsAs,Active,Active,,,4089830,40e6dccd-3039-ec11-b6e5-00224805ed01
Respond to Outlook message,e29b09e1-e2ce-ec11-a7b5-002248040e15,true,,Outlook,Outlook,Microsoft,Outlook.RespondToMailMessage.ReplyAllToEmail,Active,Active,,,4089829,40e6dccd-3039-ec11-b6e5-00224805ed01
Close Outlook,e19b09e1-e2ce-ec11-a7b5-002248040e15,true,,Outlook,Outlook,Microsoft,Outlook.Close,Active,Active,,,4089828,40e6dccd-3039-ec11-b6e5-00224805ed01
Extract text from PDF,e09b09e1-e2ce-ec11-a7b5-002248040e15,true,,PDF,Pdf,Microsoft,Pdf.ExtractTextFromPDF.ExtractText,Active,Active,,,4089827,40e6dccd-3039-ec11-b6e5-00224805ed01
